OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10441,FOLKO,9,12/25/1996,1/11/1997,1/8/1997,2,59.46,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10442,ANTON,2,12/27/1996,1/10/1997,1/9/1997,1,117.89,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10443,TORTU,3,12/27/1996,1/9/1997,1/1/1997,3,122.12,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10444,DRACD,4,12/28/1996,1/7/1997,12/31/1996,1,9.49,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10445,PICCO,9,12/29/1996,1/6/1997,1/6/1997,1,63.81,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10446,OLDWO,7,12/30/1996,1/19/1997,1/9/1997,1,103.54,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10447,PRINI,9,12/31/1996,1/18/1997,1/13/1997,1,10.99,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10448,ALFKI,1,1/1/1997,1/18/1997,1/7/1997,1,90.96,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10449,HANAR,6,1/6/1997,1/16/1997,1/14/1997,3,68.73,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10450,PICCO,7,1/7/1997,1/20/1997,1/9/1997,2,55.09,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10451,LONEP,7,1/9/1997,1/30/1997,1/15/1997,1,38.13,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10452,SEVES,7,1/10/1997,1/25/1997,1/18/1997,2,24.43,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10453,BSBEV,7,1/10/1997,1/26/1997,1/21/1997,2,154.66,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10454,SEVES,9,1/11/1997,1/25/1997,1/18/1997,1,102.98,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10455,VINET,2,1/11/1997,1/23/1997,1/14/1997,2,46.84,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10456,SANTG,8,1/12/1997,1/31/1997,1/26/1997,2,62.5,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10457,FURIB,7,1/12/1997,2/2/1997,1/14/1997,1,91.95,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10458,GODOS,7,1/13/1997,1/23/1997,1/25/1997,2,171.35,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10459,SPLIR,1,1/14/1997,1/24/1997,1/19/1997,1,147.41,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10460,VICTE,1,1/15/1997,1/27/1997,1/20/1997,1,67.05,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10461,FOLIG,6,1/18/1997,1/28/1997,1/23/1997,3,61.15,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10462,SAVEA,1,1/18/1997,1/27/1997,1/20/1997,3,92.79,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10463,WANDK,2,1/21/1997,2/3/1997,1/27/1997,3,184.23,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10464,ISLAT,4,1/21/1997,2/8/1997,2/3/1997,3,90.31,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10465,OCEAN,9,1/23/1997,2/9/1997,2/4/1997,3,44.87,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10466,GREAL,1,1/23/1997,1/30/1997,1/26/1997,3,196.8,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10467,CHOPS,8,1/23/1997,2/12/1997,1/30/1997,3,48.2,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10468,PERIC,2,1/24/1997,2/2/1997,1/26/1997,3,35.36,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10469,GREAL,9,1/24/1997,2/14/1997,2/4/1997,3,126.52,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10470,LINOD,9,1/25/1997,2/13/1997,1/28/1997,2,106.64,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10471,HUNGO,9,1/26/1997,2/12/1997,2/9/1997,3,39.75,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10472,FISSA,3,1/27/1997,2/11/1997,2/6/1997,3,66.3,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10473,RATTC,5,1/28/1997,2/14/1997,2/8/1997,1,98.22,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10474,PERIC,2,1/28/1997,2/14/1997,2/3/1997,1,169.58,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10475,SANTG,9,1/30/1997,2/12/1997,2/3/1997,2,53.79,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10476,NORTS,6,1/30/1997,2/18/1997,2/11/1997,1,73.09,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10477,QUEDE,6,1/31/1997,2/14/1997,2/9/1997,3,20.43,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10478,ROMEY,6,1/31/1997,2/7/1997,2/13/1997,3,56.94,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10479,REGGC,7,1/31/1997,2/17/1997,2/5/1997,3,4.99,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10480,LAMAI,8,2/1/1997,2/19/1997,2/13/1997,3,96.48,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10481,QUEEN,2,2/5/1997,2/23/1997,2/9/1997,3,182.97,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10482,FISSA,9,2/5/1997,2/12/1997,2/17/1997,3,25.51,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10483,HILAA,9,2/8/1997,2/28/1997,2/12/1997,3,186.67,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10484,PERIC,5,2/8/1997,2/19/1997,2/11/1997,1,176.8,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10485,DUMON,2,2/11/1997,3/4/1997,2/13/1997,3,150.74,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10486,RICSU,2,2/12/1997,2/22/1997,2/25/1997,3,89.9,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10487,BOLID,6,2/12/1997,2/26/1997,2/21/1997,3,123.95,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10488,RANCH,4,2/12/1997,3/4/1997,2/19/1997,2,54.44,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10489,BONAP,4,2/13/1997,2/27/1997,2/26/1997,1,53.61,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10490,PRINI,7,2/15/1997,2/27/1997,2/23/1997,3,154.7,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10491,RANCH,2,2/15/1997,3/3/1997,2/26/1997,3,28.99,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10492,LETSS,8,2/16/1997,3/8/1997,2/20/1997,1,61.73,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10493,TRAIH,6,2/16/1997,2/28/1997,2/17/1997,2,192.92,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10494,MORGK,4,2/17/1997,3/6/1997,2/18/1997,1,66.32,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10495,WOLZA,5,2/18/1997,3/6/1997,2/23/1997,2,128.91,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10496,SUPRD,6,2/19/1997,3/9/1997,3/2/1997,3,109.78,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10497,CENTC,1,2/20/1997,3/2/1997,3/3/1997,3,83.25,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10498,MORGK,6,2/23/1997,3/2/1997,3/9/1997,1,54.28,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10499,LAZYK,1,2/23/1997,3/16/1997,2/25/1997,1,15.1,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10500,BOTTM,1,2/24/1997,3/6/1997,3/6/1997,1,141.86,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10501,GALED,6,2/24/1997,3/15/1997,3/6/1997,3,127.69,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10502,RANCH,4,2/24/1997,3/12/1997,3/3/1997,3,110.58,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10503,CHOPS,3,2/24/1997,3/9/1997,3/3/1997,3,4.3,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10504,WOLZA,3,2/25/1997,3/15/1997,3/4/1997,2,43.58,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10505,PICCO,5,2/26/1997,3/15/1997,3/6/1997,1,51.81,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10506,SPECD,6,2/28/1997,3/21/1997,3/14/1997,3,119.99,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10507,WOLZA,2,2/28/1997,3/17/1997,3/7/1997,1,19.94,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10508,SPLIR,4,3/1/1997,3/9/1997,3/8/1997,3,119.31,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10509,SANTG,6,3/1/1997,3/13/1997,3/6/1997,1,17.03,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10510,PRINI,2,3/2/1997,3/19/1997,3/3/1997,2,62.05,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10511,MEREP,6,3/3/1997,3/14/1997,3/8/1997,3,140.44,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10512,PERIC,5,3/4/1997,3/20/1997,3/12/1997,1,47.57,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10513,EASTC,1,3/4/1997,3/18/1997,3/11/1997,1,142.62,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10514,BONAP,8,3/5/1997,3/22/1997,3/12/1997,2,23.06,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10515,OTTIK,2,3/5/1997,3/15/1997,3/6/1997,3,24.08,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10516,WARTH,7,3/7/1997,3/27/1997,3/17/1997,2,179.41,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10517,GALED,1,3/7/1997,3/22/1997,3/12/1997,2,115.56,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10518,GODOS,4,3/8/1997,3/19/1997,3/22/1997,1,41.35,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10519,WELLI,5,3/9/1997,3/27/1997,3/11/1997,1,120.48,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10520,CHOPS,1,3/10/1997,3/27/1997,3/13/1997,1,155.91,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10521,LEHMS,7,3/10/1997,3/24/1997,3/23/1997,2,6.71,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10522,QUEDE,6,3/10/1997,3/27/1997,3/15/1997,2,111.14,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10523,RICSU,7,3/10/1997,3/26/1997,3/17/1997,2,16.65,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10524,FAMIA,9,3/10/1997,3/19/1997,3/19/1997,2,66.87,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10525,HILAA,2,3/13/1997,3/21/1997,3/25/1997,3,31.69,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10526,HUNGC,7,3/13/1997,3/23/1997,3/26/1997,1,168.18,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10527,TORTU,1,3/14/1997,4/3/1997,3/18/1997,1,31.32,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10528,PERIC,1,3/14/1997,4/3/1997,3/19/1997,1,53.3,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10529,QUICK,7,3/14/1997,4/3/1997,3/27/1997,3,29.29,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10530,PERIC,9,3/15/1997,3/25/1997,3/19/1997,1,28.9,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10531,MAGAA,2,3/15/1997,3/24/1997,3/20/1997,2,174.56,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10532,WARTH,7,3/15/1997,3/23/1997,3/20/1997,2,150.01,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10533,GROSR,6,3/16/1997,3/24/1997,3/28/1997,3,157.62,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10534,TRADH,3,3/17/1997,4/5/1997,3/28/1997,3,20.34,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10535,THEBI,8,3/18/1997,4/5/1997,3/22/1997,2,123.72,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10536,ANTON,8,3/19/1997,3/27/1997,4/2/1997,1,150.06,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10537,BONAP,2,3/19/1997,4/2/1997,4/2/1997,1,80.74,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10538,FRANS,3,3/19/1997,4/6/1997,3/27/1997,3,139.34,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10539,BONAP,6,3/20/1997,3/27/1997,4/1/1997,3,69.62,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10540,ALFKI,7,3/21/1997,4/8/1997,3/22/1997,3,104.46,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10541,SEVES,9,3/25/1997,4/9/1997,3/29/1997,3,116.52,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10542,HILAA,3,3/26/1997,4/7/1997,3/29/1997,1,146.85,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10543,CHOPS,6,3/29/1997,4/11/1997,4/8/1997,2,135.29,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10544,MEREP,1,3/29/1997,4/5/1997,4/2/1997,3,101.82,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10545,SPLIR,7,3/30/1997,4/15/1997,4/11/1997,1,80.48,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10546,RATTC,3,3/30/1997,4/18/1997,4/8/1997,3,182.61,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10547,GALED,5,3/30/1997,4/13/1997,4/7/1997,3,167.58,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10548,LILAS,4,3/30/1997,4/14/1997,4/13/1997,2,140.98,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10549,FOLIG,2,3/31/1997,4/7/1997,4/8/1997,2,174.95,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10550,RICSU,7,4/1/1997,4/10/1997,4/2/1997,1,23.62,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10551,WILMK,5,4/3/1997,4/12/1997,4/4/1997,2,152.72,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10552,BSBEV,7,4/3/1997,4/11/1997,4/16/1997,1,86.69,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10553,CENTC,3,4/3/1997,4/13/1997,4/11/1997,2,11.07,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10554,LONEP,2,4/3/1997,4/16/1997,4/16/1997,2,191.9,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10555,PERIC,7,4/5/1997,4/18/1997,4/16/1997,1,16.03,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10556,OTTIK,9,4/6/1997,4/16/1997,4/19/1997,1,171.41,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10557,WELLI,2,4/7/1997,4/28/1997,4/8/1997,3,185.19,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10558,GREAL,4,4/8/1997,4/16/1997,4/11/1997,3,11.1,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10559,MAGAA,9,4/10/1997,4/18/1997,4/15/1997,2,179.26,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10560,TOMSP,5,4/11/1997,4/28/1997,4/14/1997,3,107.16,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10561,FRANK,9,4/12/1997,4/19/1997,4/21/1997,3,18.04,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10562,BERGS,2,4/12/1997,5/3/1997,4/16/1997,2,162.09,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10563,THEBI,9,4/13/1997,4/29/1997,4/25/1997,1,57.32,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10564,FAMIA,1,4/14/1997,5/4/1997,4/27/1997,2,139.93,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10565,CHOPS,6,4/14/1997,4/24/1997,4/17/1997,1,19.46,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10566,TRAIH,7,4/14/1997,4/30/1997,4/17/1997,1,163.03,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10567,SANTG,4,4/15/1997,4/29/1997,4/26/1997,3,27.33,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10568,PARIS,2,4/15/1997,4/25/1997,4/23/1997,3,161.8,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10569,MORGK,9,4/15/1997,5/2/1997,4/21/1997,3,136.22,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10570,KOENE,4,4/15/1997,4/26/1997,4/24/1997,3,154.46,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10571,FAMIA,3,4/15/1997,4/26/1997,4/24/1997,2,117.21,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10572,BLONP,3,4/16/1997,4/26/1997,4/23/1997,2,105.62,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10573,MAGAA,8,4/18/1997,5/9/1997,5/1/1997,3,79.63,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10574,BOTTM,8,4/19/1997,5/9/1997,5/1/1997,2,137.79,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10575,FRANR,5,4/20/1997,4/28/1997,5/4/1997,3,127.38,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10576,LEHMS,8,4/21/1997,5/5/1997,4/29/1997,1,37.69,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10577,VINET,9,4/22/1997,5/10/1997,4/29/1997,1,143.96,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10578,TOMSP,2,4/23/1997,5/10/1997,4/25/1997,2,119.22,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10579,CONSH,8,4/24/1997,5/15/1997,5/2/1997,3,6.75,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10580,OTTIK,2,4/24/1997,5/12/1997,4/28/1997,3,195.69,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10581,MAGAA,1,4/24/1997,5/11/1997,5/6/1997,3,78.12,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10582,RANCH,1,4/26/1997,5/4/1997,5/2/1997,1,149.66,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10583,GOURL,6,4/28/1997,5/5/1997,5/5/1997,1,114.56,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10584,ROMEY,4,4/29/1997,5/10/1997,4/30/1997,2,58.45,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10585,EASTC,7,4/30/1997,5/12/1997,5/6/1997,2,49.6,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10586,CHOPS,5,5/1/1997,5/13/1997,5/2/1997,1,15.77,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10587,DUMON,3,5/1/1997,5/20/1997,5/9/1997,3,83.14,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10588,LACOR,7,5/4/1997,5/20/1997,5/18/1997,1,114.16,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10589,MEREP,1,5/4/1997,5/12/1997,5/8/1997,2,114.78,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10590,THECR,9,5/5/1997,5/22/1997,5/19/1997,2,40.58,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10591,HANAR,3,5/6/1997,5/14/1997,5/17/1997,1,23.97,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10592,VAFFE,3,5/6/1997,5/19/1997,5/9/1997,1,198.6,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10593,AROUT,3,5/6/1997,5/26/1997,5/11/1997,2,190.47,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10594,RATTC,1,5/6/1997,5/19/1997,5/8/1997,3,114.67,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10595,SUPRD,9,5/7/1997,5/14/1997,5/12/1997,1,176.06,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10596,PRINI,3,5/7/1997,5/25/1997,5/21/1997,3,183.03,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10597,MEREP,1,5/7/1997,5/22/1997,5/12/1997,1,20.7,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10598,FRANK,9,5/8/1997,5/23/1997,5/12/1997,2,149.82,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10599,ANATR,9,5/9/1997,5/28/1997,5/19/1997,3,133.9,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10600,HANAR,1,5/9/1997,5/27/1997,5/19/1997,3,131.08,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10601,OLDWO,3,5/10/1997,5/21/1997,5/14/1997,1,158.03,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10602,SEVES,2,5/11/1997,5/21/1997,5/13/1997,3,153.12,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10603,RATTC,5,5/11/1997,5/24/1997,5/23/1997,2,108.46,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10604,FURIB,1,5/11/1997,5/29/1997,5/25/1997,2,167.35,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10605,VICTE,4,5/11/1997,5/26/1997,5/20/1997,2,134.62,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10606,FURIB,6,5/12/1997,5/30/1997,5/16/1997,3,83.12,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10607,FRANK,2,5/13/1997,5/23/1997,5/18/1997,3,63.79,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10608,FISSA,7,5/13/1997,5/29/1997,5/21/1997,2,138.26,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10609,PARIS,5,5/14/1997,6/1/1997,5/24/1997,3,25.75,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10610,QUICK,6,5/16/1997,5/26/1997,5/19/1997,1,39.21,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10611,FRANK,8,5/16/1997,6/4/1997,5/29/1997,3,74.2,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10612,DRACD,6,5/17/1997,5/30/1997,5/26/1997,3,134.35,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10613,QUEDE,9,5/17/1997,5/30/1997,5/26/1997,3,51.41,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10614,WILMK,8,5/18/1997,6/7/1997,5/23/1997,1,137.29,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10615,LONEP,5,5/20/1997,6/1/1997,5/27/1997,3,190.76,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10616,WOLZA,7,5/20/1997,6/2/1997,5/30/1997,2,128.39,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10617,RANCH,3,5/20/1997,6/8/1997,5/24/1997,2,199.2,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10618,EASTC,4,5/20/1997,5/27/1997,5/27/1997,3,4.23,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10619,GROSR,1,5/20/1997,5/27/1997,5/29/1997,2,41.41,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10620,RATTC,8,5/21/1997,5/28/1997,5/22/1997,3,183.96,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10621,DRACD,7,5/21/1997,6/1/1997,5/25/1997,2,134.67,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10622,KOENE,2,5/21/1997,6/10/1997,6/1/1997,3,101.92,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10623,CHOPS,1,5/23/1997,6/6/1997,5/25/1997,1,81.28,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10624,SUPRD,5,5/26/1997,6/8/1997,5/29/1997,3,67.94,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10625,HUNGC,1,5/26/1997,6/5/1997,6/5/1997,2,12.66,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10626,SPECD,2,5/27/1997,6/16/1997,6/1/1997,3,75.19,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10627,CACTU,1,5/28/1997,6/14/1997,6/2/1997,1,130.81,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10628,VINET,3,5/28/1997,6/8/1997,6/1/1997,2,104.73,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10629,FRANK,9,5/29/1997,6/18/1997,6/11/1997,1,4.57,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10630,SEVES,6,5/30/1997,6/7/1997,6/11/1997,3,96.59,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10631,SUPRD,3,5/31/1997,6/7/1997,6/1/1997,1,141.23,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10632,BLONP,2,6/1/1997,6/17/1997,6/14/1997,3,31.96,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10633,HUNGC,7,6/3/1997,6/22/1997,6/9/1997,2,150.65,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10634,GODOS,5,6/3/1997,6/17/1997,6/9/1997,1,15.86,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10635,HUNGC,1,6/5/1997,6/14/1997,6/18/1997,1,171.82,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
